source_id,language,origin,text
de_62,de,gpt_oss_groq,"Finanzielle Turbulenzen haben den Nachfolger von Nokia in Bedrängnis gebracht. Der aus den Nokia‑Rückresten entstandene Hersteller Jolla teilte mit, dass einige Vorbesteller ihres Jolla‑Tablets nun endlich ihre Geräte erhalten. Das Projekt selbst wird jedoch eingestellt, sodass nicht alle Kunden beliefert werden können. Für die noch nicht belieferten Käufer suche Jolla laut Heise, die sich auf den Jolla‑Blog beruft, nach einer Lösung. Die Tablets wurden bereits im November 2014 im Rahmen einer Crowdfunding‑Kampagne vorfinanziert und hatten das gesetzte Finanzierungsziel deutlich übertroffen. Offenbar traten jedoch Produktions- oder andere Schwierigkeiten auf – die Auslieferungen verzögerten sich immer weiter, bis schließlich ein Teil der Vorbesteller das Gerät nicht mehr bekam. Welche Konsequenzen die Turbulenzen für Jollas Zukunft haben, bleibt unklar. Das Unternehmen plant, die Lizenzierung des Betriebssystems Sailfish OS weiterzuführen. Ob ein neues Tablet folgt, die Kunden ihr bestelltes Gerät später erhalten oder ihr Geld zurückbekommen, wurde nicht konkretisiert."
de_63,de,gpt_oss_groq,"**New York als Testfeld für kostenloses High‑Speed‑WLAN – Googles neueste Stadtinitiative**

Google hat kürzlich im Rahmen seiner Sidewalk Labs die Öffentlichkeit über ein ambitioniertes Projekt informiert, das das städtische Leben digital neu vernetzen soll. Der erste Schritt: flächendeckendes, kostenfreies WLAN in Metropolen. Als Pilotstandort ist New York ausgewählt worden, wo bereits das ähnliche Vorhaben „LinkNYC“ voranschreitet.

Für das Vorhaben schnappt sich Sidewalk Labs die beiden Kernunternehmen von LinkNYC – Control Group und Titan – und bündelt sie in einem neu gegründeten Tochterunternehmen namens Intersectio. Ziel ist es, das bestehende Vorhaben deutlich zu erweitern und die Stadt zu einem durchgängig vernetzten Raum zu machen. Dan Doctoroff, Leiter von Sidewalk Labs, beschreibt die Vision so: „Man soll die Straße entlanglaufen, ohne jemals das kostenlose High‑Speed‑WLAN zu verlieren.“

Um das zu realisieren, soll die vorhandene städtische Infrastruktur genutzt werden: Telefonzellen, Bushaltestellen und andere öffentliche Punkte erhalten integrierte Access‑Points. Damit knüpft Google"
de_64,de,gpt_oss_groq,"**Das Bild von Yassin S. wird allmählich klarer** – dem Mann, der am Freitag seinen Chef auf einem Parkplatz am Stadtrand von Lyon ermordete, ein Selfie mit dem abgetrennten Kopf machte und anschließend versuchte, ein Gaswerk zu sprengen. Seine Ehefrau zeigte sich völlig überrascht. Zunächst spekulierten Medien, ob es ein persönlicher Rachedrang gegen den Arbeitgeber gewesen sein könnte. 

Der 35‑jährige Franzose mit algerisch‑marokkanischen Wurzeln stand bereits 2006 unter Beobachtung, weil er von einer salafistischen Gruppierung radikalisiert worden sein soll. Doch im Geheimdienst‑Verzeichnis, der sogenannten S‑Akte, wurde er höchstens mit Stufe 13 von 16 eingestuft; 2008 wurde die Überwachung eingestellt – ein Schritt, den Experten heute als Fehlentscheidung bezeichnen. 

Am Sonntag ging ans Licht, dass eine ehemalige Nachbarin Yassin S. mehrfach wegen seltsamen Verhaltens der Polizei gemeldet hatte, jedoch nie zu einer Vorladung erschienen war. Nach eigenen Angaben sei er für mehrere Monate verschwunden und dann als „anderer Mensch“ zurückge"
de_65,de,gpt_oss_groq,"**24‑Stunden‑Buchläden boomen in China – das neue Erfolgsmodell für den stationären Buchhandel**

Die Idee, ein Buchgeschäft rund um die Uhr geöffnet zu halten, hat sich in China zu einem echten Trend entwickelt. Während der stationäre Buchhandel in vielen Ländern vom Online‑Handel verdrängt wird, zeigen mehrere Städte, dass das Konzept der nächtlichen Lesestunden wieder Auftrieb bekommt.

**Der erste Meilenstein – Sanlian Taofen in Peking**

Am 23. April 2014 kündigte die Pekinger Buchhandlung Sanlian Taofen (STB) an, erstmals dauerhaft geöffnet zu"
de_66,de,gpt_oss_groq,"**NZZ.at feiert sein erstes Jahr – Chefredakteur: Print‑Content lässt sich nach wie vor leichter monetarisieren**

Wien – Der österreichische Ableger der Schweizer Mediengruppe Neue Zürcher Zeitung, NZZ.at, wird am Donnerstag ein Jahr alt. Das am 21. Januar 2015 gestartete Online‑Projekt, das ausschließlich auf kostenpflichtige Abonnements setzt, hatte zunächst mit inhaltlichen und technischen Hürden zu kämpfen und blieb hinter den erwarteten Zahlen zurück. Nach einem umfassenden optischen und redaktionellen Relaunch im Herbst hat sich die Lage jedoch merklich verbessert.

Das Ziel, bis Sommer 2016 eine kritische Abo‑Zahl zu erreichen, bleibt bestehen; das Team arbeitet kontinuierlich an Anpassungen, um dieses Vorhaben zu realisieren. Im Dezember erschien zudem die erste Auflage eines gedruckten NZZ.at‑Magazins, dessen Fortsetzung bereits in Planung ist.

Im Rahmen einer Diskussionsrunde zur „Woche des Zeitungslesens“ erklärte Chefredakteur Michael Fleischhacker am Dienstagabend, dass die direkte Monetarisierung von Inhalten im Print‑Bereich nach wie vor einfacher sei als"
de_67,de,gpt_oss_groq,"**New York – Forscher vermuten, das Wrack von James Cooks „Endeavour“ gefunden zu haben**  

Das Schiff des berühmten britischen Entdeckers James Cook, das kurz vor seinem Untergang bereits als „Lord Sandwich II“ unterwegs war, könnte bald wieder ans Licht kommen. Das Rhode Island Projekt für Meeresarchäologie (RIMAP) veröffentlichte auf seiner Homepage, dass in der Bucht von Newport, Rhode Island, neun Fundstellen entdeckt wurden, an denen Überreste von insgesamt 13 Schiffen liegen. Diese Boote sollen in den Tagen vor der Schlacht von Rhode Island im amerikanischen Unabhängigkeitskrieg untergegangen sein.  

An einer der Stellen wurde ein kleines Beiboot geborgen, das laut RIMAP zu dem 1778 gesunkenen „Lord Sandwich II“ gehörte – das Schiff trug zuvor den Namen „Earl of Pembroke“, bevor es unter dem Namen „Endeavour“ berühmt wurde. In der unmittelbaren Umgebung des Beiboots befinden sich weitere fünf Wracks, und das Forschungsteam geht davon aus, dass sich die berühmte Endeavour unter ihnen verbergen könnte.  

Damit die Ausgrabungen"
de_68,de,gpt_oss_groq,"**Zürich – Wer die Nachfolge von Joseph S. Blatter antreten wird, steht kurz bevor. Im Fokus stehen Gianni Infantino, 45, und Scheich Salman bin Ibrahim al‑Khalifa, 50. Beide Kandidaten treten im heutigen Fifa‑Kongress gegeneinander an und versprechen mit einem umfassenden Reformpaket einen Neuanfang für den Weltfußball.**

Weitere Mitbewerber – der jordanische Prinz Ali bin al‑Hussein (40), der Franzose Jérôme Champagne (57) und der Südafrikaner Tokyo Sexwale (62) – gelten als mögliche „Zählkandidaten“, die im Falle eines Stichworts ins Rennen einsteigen könnten. Auf dem Spielplan stehen ein Kopf‑an‑Kopf‑Duell zwischen dem Schweizer Infantino, der als UEFA‑Generalsekretär sämtliche 53 Stimmen seiner Verbandskameraden sicher hat, und dem bahrainischen Scheich, der als AFC‑Präsident fast alle 44 asiatischen Stimmen mobilisieren kann. 

Beide hoffen, die entscheidenden Stimmen aus Afrika zu gewinnen, wo die meisten Mitglieder der Fifa ansässig sind. Inf"
de_69,de,gpt_oss_groq,"**Verwaltungsgerichtshof weist Klage einer benachteiligten Rektorkandidatin zurück**  

Innsbruck – Der Verwaltungsgerichtshof hat die Beschwerde des Arbeitskreises für Gleichstellungsfragen im Zusammenhang mit der Rektorwahl 2009 an der Medizinischen Universität Innsbruck endgültig zurückgewiesen. Das Ergebnis teilte der Universitätsrat der Med-Uni am Donnerstag mit.  

Die damals nicht erfolgreiche Kandidatin, Prof. Margarethe Hochleitner, hatte die Wahl wegen ihres Geschlechts als ungerecht empfunden. Im April 2009 hatte der Rat aus einem Dreierbündel den verstorbenen Herbert Lochs zum neuen Rektor gewählt; die ebenfalls im Rennen befindliche damalige Vizerektorin Hochleitner blieb außen vor.  

Zunächst hatte das Wissenschaftsministerium die Beschwerde des Arbeitskreises abgelehnt, woraufhin die Angelegenheit an die Bundesgleichbehandlungskommission weitergeleitet wurde. Diese kam zu dem Schluss, dass Hochleitner aufgrund ihres Geschlechts diskriminiert worden sei. Auf Anordnung einer Schiedskommission, die die Vorwürfe erneut prüfte, wurde die Beschwerde jedoch endgültig verworfen."
de_70,de,gpt_oss_groq,"**Weniger Flüchtlinge in Spielfeld – dafür steigt das Andrangsaufkommen in Kärnten**

Die teilweisen Grenzschließungen im Balkan, die neu eingerichtete Zusatzroute über Kärnten und das kältere Wetter dürften die aktuelle Entwicklung erklären. Seit Samstag kommen täglich rund 3 200 Schutzsuchende in Kärnten an – das ist etwa das Doppelte des bisherigen Wochenmittelwerts.

In Spielfeld, dem Grenzübergang nach Slowenien, war der Andrang am Montag deutlich niedriger als noch vor wenigen Tagen. Am Sonntag wurden dort rund 3 500 Menschen betreut, am Montag nur noch etwa die Hälfte. Laut Leo Josefus, Sprecher der steirischen Landespolizeidirektion, liegt das zum Teil an der Verlagerung nach Kärnten. Dort reisen seit dem Wochenende täglich 1 600 Personen mit dem Zug aus Slowenien und weitere 1 600 mit Bussen durch den Karawankentunnel an. Für die Hälfte der Neuankömmlinge gibt es Plätze in den Kärntner Transitunterkünften, die anderen werden sofort weiterbefördert.

Die vermehrte Nutzung der"
de_71,de,gpt_oss_groq,"Vier Personen – Kohlenmonoxid nicht abgeführt

Wien – Am Donnerstagabend wurden vier Menschen aus einer Wohnung in der Jägerstraße im Wiener 19. Bezirk wegen des Verdachts auf Kohlenmonoxidvergiftung ins Krankenhaus gebracht. Ursache des Vorfalls war ein Unterdruck, der durch mobile Klimageräte in der Wohnung entstand. Dadurch konnte das CO‑Gas der Heiztherme beim Duschen nicht über den Schornstein entweichen, wie die Feuerwehr am Freitag berichtete.

Der Bewohner bemerkte Übelkeit und Kopfschmerzen und rief den Rettungsdienst. Als die mitgeführten CO‑Warngeräte der Einsatzkräfte Alarm schlugen, wurde zusätzlich die Feuerwehr informiert. Die Feuerwehr schaltete die Stromversorgung der Wohnung ab und stellte die Therme still. Insgesamt wurden vier Personen in die Klinik transportiert."
de_72,de,gpt_oss_groq,"**Österreichs Vizekanzler und Bayerns Ministerpräsident auf Wirtschaftsmission in Moskau**

Der österreichische Vizekanzler Wolfgang Mitterlehner und Bayerns Ministerpräsident Horst Seehofer nutzten eine Geschäftsreise nach Russland, um die Wirtschaftsbeziehungen ihrer Regionen zu stärken. Der Höhepunkt der Tour war ein persönliches Treffen mit dem russischen Premier Dmitri Medwedew, der Mitterlehner im Kaminzimmer seiner Vorstadtresidenz Gorki‑3 empfing. Nach einem halbstündigen Gespräch überreichte Medwedew dem Österreicher den russischen Freundschaftsorden.

Für Mitterlehner stand das Pipeline‑Projekt Nord Stream 2 im Fokus. In allen Gesprächen mit russischen Regierungsvertretern betonte er die geplante Erweiterung der Ostseepipeline und erklärte, Österreich wolle nicht von der ukrainischen Regierung abhängig sein, obwohl der aktuelle"
de_73,de,gpt_oss_groq,"**Rapid erholt sich in Graz mit 2:0‑Sieg gegen Sturm – Schobesberger glänzt doppelt**

Rapid Wien hat sich nach der herben 0:6‑Niederlage in der Europa‑League in Valencia wieder gefestigt und am Sonntagabend bei Sturm Graz den Tabellenführer Salzburg erneut eingeholt. Die Wiener setzten sich mit 2:0 (1:0) durch, wobei Philipp Schobesberger mit Toren in der 12. und 71. Minute zum Matchwinner wurde.

Nach dem vorzeitigen Ausscheiden aus dem ÖFB‑Cup gegen die Admira und dem bitteren Europa‑Cup‑Debakel blieb Rapid in der heimischen Liga auf Kurs. Der dritte Ligagang des Jahres bescherte dem Team den dritten Sieg in Folge, und die Defensive blieb bis zum Schluss torfrei – bislang das einzige Team der Liga ohne Gegentor.

Sturm Graz musste nach der vierten Pflichtpartie in diesem Jahr erneut auf den ersten Sieg warten; der Tabellenvierten liegt bereits ein Abstand von zwölf Punkten zum Vierten. Trainer Franco Foda startete mit einem 4‑1‑4‑1‑System,"
de_74,de,gpt_oss_groq,"Bei den Internationalen Filmfestspielen in Venedig stehen manche amerikanischen Produktionen quasi ohne Konkurrenz im Rampenlicht. Ein gutes Beispiel ist Thomas McCarthys „Spotlight“, das den investigativen Journalismus des *Boston Globe* und das Aufdecken eines Skandals in der katholischen Kirche thematisiert. Während die übrigen Filme im Venediger Rahmen eher wie entspannte Strandgäste wirken, ist das nur scheinbare Gemeinsamkeit – am Ende des Tages müssen viele von ihnen in einem anderen Kontext ihre Wirkung beweisen.

Cary Fukunagas *Beasts of No Nation* beispielsweise, das die Geschichte eines afrikanischen Kindersoldaten in einem fast naïv‑blutigen Abenteuer verpackt, wird im Herbst über Netflix zu sehen sein. Der russische Regisseur Alexander Sokurovs neuer Film *Francofonia* dagegen erinnert eher an ein Arte‑Spätabendprogramm: Der Essay über den Louvre und das Schicksal von Kunstschätzen in bewegten Zeiten bleibt trotz verschachtelter Bildschichten visuell statisch.

Besonders im Fokus stehen jedoch die US‑Produktionen, die bereits beim Premierenwochenende für den größten"
de_75,de,gpt_oss_groq,"**Bundespräsident Fischer zur EU‑Flüchtlingsquote: „Gut durchdacht, fair verteilt“**

Wien – Bundespräsident Heinz Fischer hat das von EU‑Kommissionschef Jean‑Claude Juncker vorgestellte Konzept zur Verteilung von rund 160 000 Geflüchteten auf alle Mitgliedstaaten als sinnvoll und gerecht bewertet. In einem Interview mit dem US‑Nachrichtensender CNN betonte er, dass es für Österreich angemessen sei, etwa 2,5 bis 3 Prozent der an der EU‑Außengrenze ankommenden Menschen aus Kriegsgebieten aufzunehmen.  

Nach den"
de_76,de,gpt_oss_groq,"**Ein Angeklagter im Vatileaks‑2‑Prozess wird in den Vatikan verlegt**  
Der einzige Gefangene, der bislang im Vatikan saß, muss die Weihnachtszeit nicht hinter Gittern verbringen. Laut einer Mitteilung der Kathpress hat der spanische Priester Lucio Angel Vallejo Balda – einer von fünf Beschuldigten im sogenannten Vatileaks‑2‑Verfahren – am Mittwoch seine Zelle in der vatikanischen Gendarmerie verlassen und ist seit Dienstag in einer Einrichtung im Stadtstaat unter Hausarrest. Das bestätigte Vatikansprecher Federico Lombardi.  

Vallejo, der Sekretär der Präfektur für die wirtschaftlichen Angelegenheiten des Heiligen Stuhls, sitzt seit Anfang November in Untersuchungshaft und war bislang der einzige Häftling im Vatikan. Die Anklage wirft ihm vor, vertrauliche Dokumente an zwei italienische Journalisten weitergeleitet zu haben. Vor dem vatikanischen Gericht muss er seit Anfang Dezember erscheinen und droht bei einer Verurteilung eine mehrjährige Freiheitsstrafe."
de_77,de,gpt_oss_groq,"**Zentrum für Soziale Innovation mit im EU‑Projekt für verantwortungsvolle Forschung**

*Wien –* Die Beziehung zwischen Wissenschaft und Gesellschaft befindet sich im Umbruch: Durch die fortschreitende Technisierung dringen immer mehr wissenschaftliche Produkte in den Alltag, während gleichzeitig die Forschung selbst immer spezialisierter wird und vielen Menschen unverständlich bleibt. Vor diesem Hintergrund hat die Europäische Kommission die Initiative „Responsible Research and Innovation“ (RRI) ins Leben gerufen, um die Kluft zwischen beiden Welten zu schließen.

Im Rahmen des von der EU geförderten RRI‑Tools‑Projekts arbeiten 26 Institutionen aus ganz Europa zusammen. Ziel ist es, Forschern, Politikern, Unternehmen und der breiten Öffentlichkeit praktische Hilfsmittel an die Hand zu geben, die eine nachhaltigere und gesellschaftlich ausgerichtete Forschung ermöglichen. Dabei wird jedoch nicht nur das Wort „Werkzeug“ kritisiert, weil es zu technisch klingt, sondern auch die Frage nach der konkreten Umsetzung des Konzepts. So äußert die Soziologin Ilse Marschalek vom Zentrum für Soziale Innovation (ZSI), das in Österreich die Ko"
de_78,de,gpt_oss_groq,"Nach Angaben der Behörden werden die Kosten für die Versorgung in den kommenden zwei Jahren rund 7,4 Milliarden Euro betragen. Der vollständige Text dieses auf Agenturmeldungen beruhenden Artikels kann aus rechtlichen Gründen nicht mehr eingesehen werden."
de_79,de,gpt_oss_groq,"Wien – Die ÖBB plant, ihre bislang ungenutzten Dienstfahrzeuge als Mietautos zu vermarkten. Insgesamt stehen dem Unternehmen rund 600 Fahrzeuge zur Verfügung, die künftig im Rahmen eines erweiterten Mobilitätsangebots zu attraktiven Preisen an Kunden vergeben werden sollen, erklärte ÖBB‑Chef Christian Kern dem Kurier. Ein Aufstocken des Fuhrparks ist dabei nicht vorgesehen. Im Unterschied zu vielen Car‑Sharing‑Modellen sind die ÖBB‑Autos an feste Rückgabe-Stationen gebunden, sodass Nutzer das Fahrzeug dort wieder abgeben müssen. Momentan wird das Konzept intern erprobt: Bahnangestellte können die Wagen bereits jetzt reservieren. Zusätzlich plant die ÖBB für den Sommer den Einstieg in das stark wachsende Fernbusgeschäft."
