text,language,origin
"Hamburg – Der ehemalige Kolumnist der Welt, Matthias Matussek, plant nun, seinen früheren Arbeitgeber, den Axel‑Springer‑Verlag, vor Gericht zu ziehen und klagt wegen Kündigungsschutz. Wie die Süddeutsche Zeitung berichtet, löste ein Facebook‑Beitrag von Matussek nach den Anschlägen in Paris erhebliche Kontroversen aus. In dem Post schrieb er: „Ich schätze, der Terror in Paris wird auch unsere Diskussionen über offene Grenzen und die rund 250 000 nicht registrierten jungen muslimischen Männer im Land in eine ganz neue, frische Richtung lenken.“ Der Text war mit einem Smiley versehen. Welt‑Chefredakteur Jan‑Eric Peters bezeichnete die Meldung als „durchgeknallt“. Der Streit eskalierte weiter, und am 17. November trennte sich die Welt schließlich von Matussek.",de,gpt_oss_groq
"**Neue Online‑Plattform setzt Frauen weltweit in den Fokus – aber das Interesse muss erst noch geweckt werden**

Wien/​Berlin – Das Magazin *Deine Korrespondentin* wirbt damit, die spannendsten Geschichten von Frauen aus allen Kontinenten zu erzählen. Ob ein Gespräch mit Palästinas einziger Brauerin oder ein Bericht über die prekären Lebensbedingungen von Homosexuellen in Weißrussland – das sind die Themen, die die 32‑jährige Gründerin Pauline Tillmann in ihrem Onlinemagazin aufgreifen will. „Wir möchten Frauen aus allen Teilen der Erde ein größeres Publikum verschaffen“, erklärt Tillmann dem STANDARD.

Das Projekt wird derzeit von acht Reporterinnen betrieben, die jeweils einen Artikel pro Woche beisteuern – von Indien über Afrika bis in den Nahen Osten. Die Autorinnen arbeiten meist freiberuflich für verschiedene Medien; für jeden Beitrag erhalten sie rund 100 Euro. Tillmanns Ziel ist es, dort Platz zu schaffen, wo etablierte Medien eher schweigen.

Bevor sie das Portal ins Leben rief, war Tillmann selbst Auslandskorrespondentin. Von 2011 bis Anfang 2015 berichtete sie aus St.",de,gpt_oss_groq
"**Österreichisches Parlament von Stellungnahmen überhäuft – Protest per Meme, Rap und Online‑Petitionen**

Das österreichische Parlament bekommt derzeit ein wahres Feuerwerk an Eingaben zu dem geplanten Tabakgesetz. Neben formellen Schreiben fluten auch Memes, alte Hip‑Hop‑Tracks und sogar eigens produzierte Rap‑Songs die Diskussion. Vor allem Trafik‑Betreiber, langjährige Raucher und die wachsende Community der E‑Zigaretten‑Nutzer zeigen sich unzufrieden mit den Regierungsplänen und starten eine koordinierte Online‑Kampagne, die das Ziel verfolgt, das Gesetz zu überarbeiten.

Für viele Tabakhändler ist das Kernstück des Vorhabens – das Verbot von Kautabak, die Pflicht zu Schockbildern auf Zigarettenpackungen und die Beschränkung des Online‑",de,gpt_oss_groq
"**Muse kommen am 9. Mai nach Wien – Tickets ab Freitag erhältlich**  
Wien – Die britische Rock‑Trio Muse gibt am 9. Mai 2016 ein Konzert in der Wiener Stadthalle. Der Veranstalter hat angekündigt, dass die Band auf einer 360‑Grad‑Bühne im Zentrum der Halle auftreten wird. Im Rahmen des neuen Albums *Drones* sollen während des Auftritts zudem kleine Kameradrohnen in die Lüfte steigen. Zuletzt trat die Gruppe um Sänger‑Gitarristen Matthew Bellamy im Juni beim Festival „Rock in Vienna“ auf der Donauinsel auf. Der Vorverkauf für das Stadthallen‑Konzert startet am kommenden Freitag, dem 18. September.",de,gpt_oss_groq
"**Haager Gericht lehnt Auslieferungsantrag für drei ultranationalistische Angeklagte ab**

Belgrad/Den Haag – Das Kriegsverbrechertribunal in Den Haag hat am Mittwoch entschieden, dass Serbien nicht verpflichtet ist, drei ultranationalistische Personen, die wegen Missachtung des Gerichts angeklagt sind, an das UN‑Tribunal zu überstellen. Während das Gericht betont, dass Serbien die Überstellung von Beschuldigten, die wegen Kriegsverbrechen, Völkermord oder Verbrechen gegen die Menschlichkeit verdächtigt werden, grundsätzlich sicherstellen muss, gilt diese Pflicht nicht für Fälle von Gerichtsverachtung.

Die drei Beschuldigten stehen im Zusammenhang mit dem Prozess gegen den umstrittenen Ultranationalisten Vojislav Šešelj. Das Tribunal wirft ihnen vor, im Zuge der Verhandlung gegen Šešelj Zeugen erpresst und eingeschüchtert zu haben. Zudem sollen sie versucht haben, Zeugen mit Bestechungsgeldern davon abzuhalten, gegen Šešelj auszusagen. Die Anklage gegen die drei wurde bereits im Dezember veröffentlicht.

Währenddessen hat sich das Berufungsgericht im März erneut mit Še",de,gpt_oss_groq
"**Europastudio – EU ohne Großbritannien?**  
*Diskussion* (11. Mai, 12.00 Uhr, ORF 2) – Paul Lendvai spricht mit Anne McElvoy vom *Economist*, Stefanie Bolzen (*Die Welt*), Daniel Vernet (Publizist) und Christian Ultsch (*Die Presse*) über die Zukunft der Union nach dem Brexit.

**Panorama – Weltfrauentag**  
*Magazin* (13. Mai, 13.00 Uhr, ORF 2) – Trautl Brandstaller und Monika Lindner beleuchten in „Gleiche Arbeit – gleicher Lohn“ (1978), wie die Gleichstellung trotz der Reformen der 1970er‑Jahre noch immer eine Herausforderung bleibt.

**Heimat – Fremde Heimat**  
*Magazin* (13. Mai, 13.30 Uhr, ORF 2) – Drei Beiträge: 1️⃣ Migrant",de,gpt_oss_groq
"**Marcel Kittel triumphiert in Arnheim und übernimmt das rosa Trikot**

Arnhem – Der Deutsche Marcel Kittel setzte am Sonntag nach seiner eindrucksvollen Siegesserie vom Vortag noch einen drauf und holte sich die dritte Etappe des Giro d’Italia im Sprint. Auf der 190 km‑Strecke von Nijmegen nach Arnheim gelang es dem 27‑Jährigen, mit mehreren Radlängen Abstand vor dem italienischen Schnellläufer Elia Viviani",de,gpt_oss_groq
"**Stadtpolitische Einigung zur Prüfung einer Neuaufstellung**  
*Linz* – Die seit Jahren hitzige Debatte um die Aphrodite vom Bauernberg, die 1942 als Geschenk Hitlers im Rundtempel des Linzer Parks aufgestellt und 2008 nach Hinweisen von Kunststudierenden vom damaligen Bürgermeister Franz Dobusch in den Keller des Nordico-Museums verlegt wurde, erlebt nun eine unerwartete Wendung: Im Gemeinderat wurde am Donnerstagabend ein Dringlichkeitsantrag mit klarer Mehrheit angenommen, eine Arbeitsgruppe zu bilden, die die Möglichkeit einer Rückkehr der Statue in den öffentlichen Raum untersucht.

Erstmals scheinen die bislang festgefahrenen Fronten auf politischer Ebene zu bröckeln: Die SPÖ und die Grünen, die sich bislang gegen eine Wiederaufstellung ausgesprochen hatten, stimmten dem Initiativantrag zu",de,gpt_oss_groq
"Wie kommen die Wahlplakate der Hofburg‑Kandidaten bei den Wien‑Besuchern an? Eine Befragung liefert Antworten. Laut einer Umfrage des STANDARD wirkt das Bild des Kandidaten als „besserer Großvater als Manager“ nicht immer wie beabsichtigt. Viele Touristen, die die Politiker und ihre Slogans kaum kennen, interpretieren die Plakate in der Wiener Innenstadt ganz anders, als die Designer es geplant haben.",de,gpt_oss_groq
"**Wien –** In einer Gerichtsverhandlung zeigte Richterin Martina Krainz bereits zu Beginn ein gewisses Mitgefühl für den 58‑jährigen Angeklagten Heinrich S., der im vergangenen Monat im Wartebereich eines Krankenhauses einen Sicherheitsmitarbeiter mit Pfefferspray angegriffen haben soll. „Sie waren also in der Ambulanz, hatten wohl ein bisschen Langeweile beim Warten und sind dann ungeduldig geworden“, kommentierte Krainz sarkastisch, als sie den Fall eröffnete.

Der Beschuldigte, der bereits 23 Vorstrafen vorweisen kann, gestand teilweise ein, dass er den Wachmann tatsächlich besprüht habe, jedoch keine Polizisten attackiert habe. Im Gegenteil, er behauptet, die Beamten hätten ihn im Warteraum mehrfach am Kopf gegen den Boden geschlagen. Auf die Frage, warum er trotz Waffenverbot ein Pfefferspray bei sich trage, erklärte er, er habe das Gerät im Bus gefunden und wisse nicht, dass es darunter falle. „Was soll das denn sonst sein, ein Küchenutensil?“,",de,gpt_oss_groq
"**Österreich stoppt neue Asylverfahren – Flüchtlinge landen auf der Warteliste**

Wien – Innenministerin Johanna Mikl‑Leitner (ÖVP) hat am Freitag per Weisung sämtliche neu eingereichten Asylverfahren in Österreich ausgesetzt. Damit setzt sie den Plan um, den sie bereits vor einer Woche angekündigt hatte, um über die EU‑Stellen Druck für eine Entlastung des österreichischen Asylsystems zu erzeugen.

**Was bedeutet die Anordnung?**  
Alle im Bundesamt für Fremdenwesen und Asyl (BFA) verfügbaren Kräfte sollen nun vorrangig die Fälle nach der Dublin‑",de,gpt_oss_groq
"Dutzende Kämpfer getötet – Washington – Bei einem Luftschlag der USA auf ein Trainingslager der Terrororganisation al‑Qaida auf der Arabischen Halbinsel im Jemen kamen nach Angaben des US‑Verteidigungsministeriums am Dienstag zahlreiche Kämpfer ums Leben. Das Berglager, das von über 70 Terroristen genutzt wurde, sei Ziel des Angriffs geworden. Die amerikanischen Streitkräfte prüfen derzeit das genaue Ausmaß des Erfolgs, gehen jedoch davon aus, dass ein erheblicher Teil der dort stationierten Kämpfer getötet wurde. Der Luftangriff werde ein harter Schlag gegen die Gruppe, die den Jemen als Sprungbrett für Angriffe auf amerikanische Interessen nutzt. Neben anderen Gruppen ist al‑Qaida auf der Arabischen Halbinsel (AQAP) im Jemen besonders aktiv. Ein von Saudi‑Arabien geführtes Militärbündnis führt seit etwa einem Jahr Luftangriffe im Konfliktgebiet durch. Die schiitischen Huthi‑Rebellen halten große Teile des Nordens und Westens des Landes unter Kontrolle und kämpfen gegen die Truppen sowie die Verbündeten des Präsidenten Abd‑Rabbu Mansur Hadi.",de,gpt_oss_groq
"**Welche Titel stehen momentan auf Ihrer persönlichen Leseliste? An welchen Orten tauchen Sie gern in ein Buch ein und welchen Bloggern oder Kritikern vertrauen Sie bei Buchempfehlungen?** 

Letzte Woche haben wir unseren Community‑Buchklub gestartet. Für die Eröffnungsrunde standen drei Werke zur Auswahl – und schließlich hat Ernest Hemingways *Der alte Mann und das Meer* das Rennen gemacht. Am 15. Oktober diskutieren wir also gemeinsam über diese Novelle. Das Projekt ist noch ein Pilotversuch, aber wir sind schon jetzt neugierig wie ein Pfitschip‑Pfeil. 

Bevor wir loslegen, möchten wir von Ihnen wissen: Welche Themen haben Sie in den letzten Wochen beschäftigt? Welche Bücher, Artikel oder Blogs finden Sie besonders lesenswert oder diskussionswürdig? Gibt es ein Werk, das Sie kaum aus der Hand legen konnten, oder eines, bei dem Sie einfach nicht weiterkommen? 

Teilen Sie auch gern, wann Sie am liebsten lesen und wo Ihr Lieblingsplatz dafür ist. Wir freuen uns auf viele Beiträge! Und denken Sie dran: In zwei Wochen treffen wir uns zur ersten Ausgabe des Community‑B",de,gpt_oss_groq
"**Favorit verspricht Investitionen in die Landwirtschaft und neue Arbeitsplätze**  
Porto‑Novo – Am Sonntag wurde in Benin, dem westafrikanischen Land zwischen Nigeria und Togo, ein neuer Präsident gewählt. Mit 33 Kandidaten erreichte die Stichwahl einen Rekord an Bewerbern für das höchste Amt. Der Amtsinhaber Thomas Boni Yayi konnte nach zwei Amtszeiten nicht erneut kandidieren. Als Favorit gilt Premierminister Lionel Zinsou. Der 61‑jährige Politiker, der sowohl die französische als auch die beninische Staatsbürgerschaft besitzt, ist der einzige Vertreter der Regierungspartei. Er hat angekündigt, verstärkt in die Landwirtschaft zu investieren und dadurch neue Arbeitsplätze zu schaffen.

Benin ist ein kleines, ärmliches Land, dessen Wirtschaft stark vom Baumwollexport abhängt. Das Land kämpft mit hoher Jugendarbeitslosigkeit und weit verbreiteter Korruption. Beobachter berichten, dass während des Wahlkampfs zahlreiche einflussreiche religiöse und politische Führungsfiguren sowie Stammesälteste bestochen wurden, um für die Kandidaten zu werben. Zu Zinsous schärfsten Konkurrenten zählen",de,gpt_oss_groq
"**Salzburg muss trotz Personallücken gegen Dinamo Minsk antreten – Zeidler pocht auf Konzentration**

Red Bull Salzburg startet am Donnerstagabend um 18 Uhr MESZ (Live auf Puls 4) ins Europa‑League‑Play‑off gegen Dinamo Minsk. Nach dem bitteren Ausscheiden aus der Champions‑League will die Salzburger Mannschaft nun zeigen, dass sie auch international zu Hause ist. Doch das Auswärtshinspiel fällt in einer unglücklichen Phase aus, in der der Kader immer dünner wird.

**Verletzte und Erkrankte:**  
Die Salzbuben müssen ohne Omer Damari (Fraktur am Fußwurzelknochen), Jonatan Soriano (Oberschenkelbeschwerden), Martin Hinteregger (Schambeinentzündung), Marco Djuricin (Knöchelverletzung) und Harvard Nielsen (Krankheit) auskommen. Djuricin, der erst vor zwei Wochen noch vom Kader ausgeschlossen wurde, hat sich",de,gpt_oss_groq
"**Traismauer – Die Gemeinde wird im Februar erneut über Windkraft abstimmen, weil die unabhängige Bürgerliste MIT auf einer zweiten Befragung besteht.** Bürgermeister Herbert Pfeffer (SPÖ) teilte am Freitag mit, dass im kommenden Gemeinderatstermin sowohl der Termin als auch die konkrete Fragestellung für die Volksbefragung festgelegt werden sollen. Für die Ausgestaltung der Frage soll ein Gutachten des Verfassungsrechtlers Theo Öhlinger eingeholt werden.

Die Forderung der Bürgerliste MIT nach einer Wiederabstimmung entstand, nachdem im November 2014 fast zwei Drittel der Stimmberechtigten dafür gestimmt hatten, Teile der kommunalen Windkrafteignungszone umzuwidmen – ein Schritt, der den Bau von höchstens fünf Windrädern ermöglichen würde. MIT sammelte daraufhin Unterschriften für eine neue Befragung. Obwohl der Gemeinderat das Thema zunächst als abgeschlossen betrachtete, blieb die Initiative hartnäckig.

Nach einer Aufsichtsbeschwerde bei der Bezirkshauptmannschaft St. Pölten, die auf die Gemeindeordnung verwies, musste die Gemeinde anerkennen, dass bei einer Initiative, die von",de,gpt_oss_groq
"Mann stürzt aus dem Auto, leichte Verletzungen – München – In München kam es zu einem ungewöhnlichen Unfall, als eine Autofahrerin am Vorabend ihren Mann aus dem Fahrzeug verlor. Laut Polizeimeldung fiel der 28-Jährige vom Beifahrersitz auf die Fahrbahn, weil er sich gegen die Tür lehnte und diese sich aus bislang ungeklärten Gründen öffnete. Der Mann blieb nur leicht verletzt und wurde ambulant im Krankenhaus versorgt. Er trug keinen Sicherheitsgurt, da dieser in der Tür klemmt und er ihn daher an einer roten Ampel aus- und die Tür geöffnet hatte. Kurz nachdem seine 30‑jährige Ehefrau wieder losgefahren war, kam es zu dem Zwischenfall.",de,gpt_oss_groq
"**Kinder ohne Impfungen – ein wachsendes Risiko**

Immer mehr Eltern lassen sich von Pseudowissenschaftlern einreden, ihre Kinder nicht zu impfen. So lautet inzwischen auch der Titel eines neuen Kinderbuchs: *Sarah will nicht geimpft werden*. Das Buch stammt von dem deutschen Heilpraktiker und Homöopathen Andreas Bachmair, der bereits 2012 *Leben ohne Impfung* veröffentlicht und die Seite impfschaden.info betreibt. Mit seiner neuen, für Kinder ab sechs Jahren gedachten Vorlesegeschichte will Bachmair seiner Meinung nach der sogenannten Impf‑Propaganda entgegentreten.

Die Entscheidung gegen Impfungen fällt vielen Eltern schwer, weil sie mit Kritik und Gegenwind rechnen müssen. Und das zu Recht: Wer sich – oder seine Kinder – nicht impfen lässt, stellt sich selbst und die Gemeinschaft einer Gefahr, die aus irrationalen, pseudowissenschaftlichen Überzeugungen entsteht. Impfungen gehören zu den bedeutendsten Errungenschaften der modernen Medizin; sie haben vermutlich mehr Menschenleben gerettet als jede andere Therapie. Trotzdem wird ihre Wirksamkeit in den letzten Jahren immer",de,gpt_oss_groq
"**Zweifel an der pädagogischen Qualifikation der Klassenlehrerin**

*Groß‑Siegharts/Wien* – Neun Schülerinnen und Schüler einer dritten Volksschulklasse in Groß‑Siegharts (Bezirk Waidhofen an der Thaya) haben im letzten Schuljahr die Volksanwaltschaft aufmerksam gemacht. In dem Zusammenhang wird die pädagogische Eignung der Klassenlehrerin infrage gestellt und ein möglicher Fehlstand in der Schulverwaltung vermutet.

Volksanwalt Peter Fichtenbauer, der für die Kontrolle der schulischen Verwaltung zuständig ist, hat ein behördliches Prüfverfahren eingeleitet. Dabei wird insbesondere geprüft, ob die Schulaufsichtsbehörde über den Vorfall informiert war und ob die Unterrichtsqualität bereits bewertet wurde. Fichtenbauer betont, dass ein solcher Vorfall für die betroffenen Kinder sehr belastend sei. Sollten pädagogische Defizite nachgewiesen werden, müssten dienst- oder disziplinarrechtliche Maßnahmen gegen die Verantwortlichen ergriffen werden.

Der zuständige Pflichtschulinspektor Franz Weinberger gab am Donnerstag gegenüber APA an, von acht ähnlichen Fällen zu wissen. Er beschrieb die Klasse an der Volksschule Groß‑Siegharts als von Anfang",de,gpt_oss_groq
